vin,make,model,trim,transmission,color,interior
1c4njcaa7ed788996,JEEP,Compass,Sport,,,
1c4njrab5ed805161,JEEP,Patriot,Sport,,,
2lmhj5nk4ebl54956,LINCOLN,MKT,,,,
2lmhj5nk0ebl55425,LINCOLN,MKT,,,,
2c4rvabg8er134860,VOLKSWAGEN,Routan,SE,,,
3c4pddfg4dt631521,DODGE,Journey,R/T,,,
4a32b2ff0ce017170,MITSUBISHI,Galant,,,,
js3te0d47c4100087,SUZUKI,Grand Vitara,L4 X Sport (US)/2.4L JLX (Canada),,,
1c3bc8fg5bn601143,CHRYSLER,200,S / S Convertible,,,
3gnal3ekxfs502062,CHEVROLET,Captiva Sport,1LT,,,
knadh4b31b6915851,KIA,Rio,,,,
1g6kr5ey0au114443,CADILLAC,DTS,Livery,,,
1ftne2ew2ada17053,FORD,E-250,,,,
1fmjk1h56aeb55060,FORD,Expedition,,,,
1ftfx1ev2ake35141,FORD,F-150,Styleside,,,
1ftfx1ev6ake35143,FORD,F-150,Styleside,,,
1ftfx1ev5ake35148,FORD,F-150,Styleside,,,
1gbdv13148d188494,CHEVROLET,Uplander,APV Cargo/Mobility,,,
1gbdv13128d188526,CHEVROLET,Uplander,APV Cargo/Mobility,,,
1fmfk20527la78330,FORD,Expedition MAX,,,,
salme15477a262759,LAND ROVER,Range Rover,HSE Spec 1,Automatic,,
salme15437a244419,LAND ROVER,Range Rover,HSE Spec 1,Automatic,,
jm1cr293570139143,MAZDA,Mazda5,,,,
jtdbt923374002100,TOYOTA,Yaris,,,,
5tbbv54137s489584,TOYOTA,Tundra,SR5,,,
3gnda13dx6s621483,CHEVROLET,HHR,LS,,,
3gnda13d46s623178,CHEVROLET,HHR,LS,,,
2g1wt58n369339647,CHEVROLET,Impala,LT,,,
2a4gm68456r831290,CHRYSLER,Pacifica,Touring,,,
2a4gf68436r763663,CHRYSLER,Pacifica,Touring,,,
1ftrx14w66fb70473,FORD,F-150,Styleside,,,
salme15446a212545,LAND ROVER,Range Rover,HSE SPEC 1,Automatic,,
salme15486a200219,LAND ROVER,Range Rover,HSE SPEC 1,Automatic,,
jtjbt20x660102126,LEXUS,GX,470,,,
wp0ca29946s755365,PORSCHE,911,Carrera (2WD)/Carrera 4 (4WD)/Carrera 4S (4WD),,,
2c4gm68445r665719,CHRYSLER,Pacifica,Touring,,,
2c4gm68415r674183,CHRYSLER,Pacifica,Touring,,,
salag25475a311930,LAND ROVER,LR3,HSE7,Automatic,,
jm1fe173650152017,MAZDA,RX-8,,,,
1gyee63a840170671,CADILLAC,SRX,,,,
1fmyu931x4kb43091,FORD,Escape,,,,
2hkyf186x4h507822,HONDA,Pilot,EX-L( With RES),Automatic,,
jtjbt20x440051528,LEXUS,GX,470,,,
jm1fe17nx40103323,MAZDA,RX-8,,,,
2d4gp44323r279826,DODGE,Caravan/Grand Caravan,Sport,,,
2c4gp44383r297714,CHRYSLER,Town and Country,LX,,,
1fmyu93153kb58161,FORD,Escape,,,,
2fafp71w23x131931,FORD,Crown Victoria,,,,
jtjbt20x430008483,LEXUS,GX,470,,,
4f4yr16vx3tm08467,MAZDA,B-Series,,,,
jn1az34d43t101010,NISSAN,350Z,,,,
jf1sg63653h763554,SUBARU,Forester,2.5X,Automatic,,
1gndx13e6yd267844,CHEVROLET,Venture,APV,,,
1c4gj44g9yb740317,CHRYSLER,Grand Voyager,SE FWD,,,
1c4gp54l4yb628297,CHRYSLER,Town and Country,Lxi,,,
1fmru17l5xlc25021,FORD,Expedition,,,,
4t3zf13c7xu126038,TOYOTA,Sienna,LE/XLE,,,
jhmra3845wc007058,HONDA,Odyssey,LX,Automatic,,
1ftex15n6ska07831,FORD,F-150,,,,
1p4gh44r1px720234,PLYMOUTH,Grand Voyager,SE,,,
jt4rn50r6g0129696,TOYOTA,Pick-Up,,,,
1g1yy0786f5138122,CHEVROLET,Corvette,,,,
wbakc8c50cc435901,BMW,750Lxi,xDrive LWB,,,
wbaka8c58cdx01097,BMW,750i,750i SWB,,,
3c4pddfg2ct298508,DODGE,Journey,R/T,,,
salmf1e46ca360169,LAND ROVER,Range Rover,HSE LUX,Automatic,,
4a32b2ff3ce024940,MITSUBISHI,Galant,,,,
4a32b2ff1ce020935,MITSUBISHI,Galant,,,,
4a32b2ffxce015300,MITSUBISHI,Galant,,,,
4a32b2ffxce024921,MITSUBISHI,Galant,,,,
4a32b2ffxce017886,MITSUBISHI,Galant,,,,
4a32b2ff8ce016851,MITSUBISHI,Galant,,,,
4a32b2ffxce024689,MITSUBISHI,Galant,,,,
4a32b2ff7ce016985,MITSUBISHI,Galant,,,,
4a32b2ff9ce019144,MITSUBISHI,Galant,,,,
4a32b2ff9ce015370,MITSUBISHI,Galant,,,,
4a32b2ff3ce015736,MITSUBISHI,Galant,,,,
4a32b2ff4ce018550,MITSUBISHI,Galant,,,,
4a32b2ff7ce017165,MITSUBISHI,Galant,,,,
4a32b2ffxce017516,MITSUBISHI,Galant,,,,
4a32b2ff7ce017831,MITSUBISHI,Galant,,,,
4a32b2ff3ce020595,MITSUBISHI,Galant,,,,
4a32b2ff0ce019730,MITSUBISHI,Galant,,,,
4a32b2ffxce021419,MITSUBISHI,Galant,,,,
4a32b2ff5ce020324,MITSUBISHI,Galant,,,,
4a32b2ff2ce017672,MITSUBISHI,Galant,,,,
4a32b2ff7ce015156,MITSUBISHI,Galant,,,,
4a32b2ff1ce015671,MITSUBISHI,Galant,,,,
4a32b2ff1ce017128,MITSUBISHI,Galant,,,,
4a32b2ff6ce020574,MITSUBISHI,Galant,,,,
4a32b2ff3ce017292,MITSUBISHI,Galant,,,,
4a32b2ff5ce024776,MITSUBISHI,Galant,,,,
4a32b2ff8ce017059,MITSUBISHI,Galant,,,,
4a32b2ff8ce017174,MITSUBISHI,Galant,,,,
4a32b2ff0be025672,MITSUBISHI,Galant,,,,
1g1za5eb5af299178,CHEVROLET,Malibu,Fleet Vehicle,,,
1ftne2el7ada11027,FORD,E-250,,,,
wbahl83518dt11454,BMW,750i,,,,
1gyee637580117162,CADILLAC,SRX,,,,
1gyee637780184619,CADILLAC,SRX,,,,
1gyee63a580105251,CADILLAC,SRX,,,,
2g1ws553589216263,CHEVROLET,Impala,Police Sedan (&9C1 or 9C3),,,
2g1wu583881238200,CHEVROLET,Impala,LTZ (RPO STZ),,,
2g1wu583089283178,CHEVROLET,Impala,LTZ (RPO STZ),,,
2d8hn44h78r756892,DODGE,Caravan/Grand Caravan,SE,,,
2d8hn44h88r641993,DODGE,Caravan/Grand Caravan,SE,,,
1g6dc67a070148866,CADILLAC,STS,V8,,,
1g1yy26u675117542,CHEVROLET,Corvette,,,,
1g1yy25u475127990,CHEVROLET,Corvette,,,,
3gnda33p57s567209,CHEVROLET,HHR,LT,Manual,,
3gnda23p77s541544,CHEVROLET,HHR,LT,Manual,,
3gnda33p07s544100,CHEVROLET,HHR,LT,Manual,,
1gbhc34k07e570685,CHEVROLET,Silverado,LTZ,,,
1gbhk24u17e158614,CHEVROLET,Silverado,LT,,,
2b3la43g27h628403,DODGE,Charger,Base,,,
1fmfk20537la68843,FORD,Expedition MAX,,,,
1fmfk17507la48727,FORD,Expedition MAX,,,,
1fmfk19557la44105,FORD,Expedition MAX,,,,
salae25417a421297,LAND ROVER,LR3,V6/V8 SE,Automatic,,
jtjbt20x170137917,LEXUS,GX,470,,,
salme15417a261249,LAND ROVER,Range Rover,HSE Spec 1,Automatic,,
jm3er293070132214,MAZDA,CX-7,,,,
wdbrf52h17e024356,MERCEDES-BENZ,C-Class,,,,
jm1fe173470212203,MAZDA,RX-8,,,,
jm3er293770118035,MAZDA,CX-7,,,,
jm1bk34lx71725862,MAZDA,Mazda3,,,,
jm1cr293370152988,MAZDA,Mazda5,,,,
jm3er293670157330,MAZDA,CX-7,,,,
wp0ab29987s731737,PORSCHE,911,4S,,,
5tfrv54157x030542,TOYOTA,Tundra,SR5,,,
5tbrt54167s452646,TOYOTA,Tundra,SR5,,,
5tbru54187s450703,TOYOTA,Tundra,SR5,,,
jh4kb16536c002701,ACURA,RL,,Automatic,,
1gbhc24u76e166325,CHEVROLET,Silverado,,,,
3gnda23dx6s626186,CHEVROLET,HHR,LT,,,
2a4gf484x6r732818,CHRYSLER,Pacifica,Base,,,
1c3an69l56x068644,CHRYSLER,Crossfire,Limited,,,
2a4gm68476r736102,CHRYSLER,Pacifica,Touring,,,
2a8gf68426r601635,CHRYSLER,Pacifica,Touring,,,
2a4gm68456r815879,CHRYSLER,Pacifica,Touring,,,
1fdxe45s26da04355,FORD,E-450,,,,
5fnyf18166b011910,HONDA,Pilot,LX,Automatic,,
salme15476a217948,LAND ROVER,Range Rover,HSE SPEC 1,Automatic,,
salag25416a370862,LAND ROVER,LR3,V8 HSE,Automatic,,
1j4fa39s86p707533,JEEP,Wrangler,X,,,
1j4fa64s56p747268,JEEP,Wrangler,"Rubicon (U.S.) / ""TJ"" Rubicon (Canada)",,,
salmf13496a217062,LAND ROVER,Range Rover,HSE / Supercharged Spec 2,Automatic,,
1j4fa29126p782715,JEEP,Wrangler,SE,,,
salag25486a372575,LAND ROVER,LR3,V8 HSE,Automatic,,
salsh23466a925051,LAND ROVER,Range Rover Sport,Supercharged,Automatic,,
salsf25436a915855,LAND ROVER,Range Rover Sport,HSE,Automatic,,
salmf15466a216304,LAND ROVER,Range Rover,HSE / Supercharged Spec 2,Automatic,,
jtjbt20x760114561,LEXUS,GX,470,,,
jtjbt20x660122117,LEXUS,GX,470,,,
salsf25416a940950,LAND ROVER,Range Rover Sport,HSE,Automatic,,
jf1sg69606h721174,SUBARU,Forester,2.5XT,Automatic,,
jf1sg69626h722102,SUBARU,Forester,2.5XT,Automatic,,
1g6dc67a050202017,CADILLAC,STS,,,,
1g1yy24u055101840,CHEVROLET,Corvette,,,,
2c4gf48435r272390,CHRYSLER,Pacifica,Base,,,
2c4gf68415r664487,CHRYSLER,Pacifica,Touring,,,
2c8gf78415r308125,CHRYSLER,Pacifica,Limited,,,
2c4gm68445r368465,CHRYSLER,Pacifica,Touring,,,
2c4gm68485r273844,CHRYSLER,Pacifica,Touring,,,
1fmzu63k95ua83953,FORD,Explorer,XLT,,,
1fmdu73k75ua97138,FORD,Explorer,XLT,,,
5fnyf18575b016793,HONDA,Pilot,EX-L,Automatic,,
jtjbt20x550074172,LEXUS,GX,470,,,
jtjbt20x350075451,LEXUS,GX,470,,,
salag25495a348834,LAND ROVER,LR3,HSE7,Automatic,,
jtjbt20x750094651,LEXUS,GX,470,,,
4f2cz94135km34869,MAZDA,Tribute,,,,
1b3el56t14n194477,DODGE,Stratus,ES,,,
1fmzu73e84uc11050,FORD,Explorer,XLT,,,
2hkyf18414h569494,HONDA,Pilot,EX,Automatic,,
wdbrf61j54f550540,MERCEDES-BENZ,C-Class,,,,
jm1fe173040124244,MAZDA,RX-8,,,,
jm1fe17n440100921,MAZDA,RX-8,,,,
wp0ca29924s651776,PORSCHE,911,Carrera (2WD)/Carrera 4 (4WD)/Carrera 4S (4WD),,,
1g1yy22g535130986,CHEVROLET,Corvette,,,,
2c4gp443x3r320085,CHRYSLER,Town and Country,LX,,,
2c8gp443x3r114778,CHRYSLER,Town and Country,LX,,,
1fmyu92103ka78798,FORD,Escape,,,,
jn1az34e93t014583,NISSAN,350Z,,,,
wp0ca29963s651312,PORSCHE,911,"Cabriolet (2WD), Cabriolet 4 (4WD)",,,
2g1wf55k1y9352501,CHEVROLET,Impala,,,,
2b3hd56j0yh391597,DODGE,Intrepid,ES,,,
1b3ej46x5yn280769,DODGE,Stratus,Base,,,
1c4gp44g7yb775646,CHRYSLER,Town and Country,LX,,,
1ftyr10vxyta62140,FORD,Ranger,,,,
1gtek19t4ye278949,GMC,Sierra,,,,
1ftnx21f2yed14540,FORD,F-250,,,,
1ftwx32f9yea03650,FORD,F-350,,,,
1gkek13t7yj150905,GMC,Yukon,,,,
1ftsw31f2yee32003,FORD,F-350,,,,
1j4gw58n8yc105822,JEEP,Grand Cherokee,Limited,,,
jf1sf6352yh729198,SUBARU,Forester,L,Automatic,,
4t3zf13c9yu286584,TOYOTA,Sienna,LE/XLE,,,
4t3zf13c4yu298853,TOYOTA,Sienna,LE/XLE,,,
2ftrx18l1xcb18021,FORD,F-150,,,,
1ftrx18l9xnc04543,FORD,F-150,,,,
1ghdx03e7xd304802,OLDSMOBILE,Silhouette,,,,
1b7hc13z9wj126256,DODGE,Ram,1500,,,
2gtek19r5w1533918,GMC,Sierra,,,,
4m2zu55p6wuj06835,MERCURY,Mountaineer,,,,
1b7gl23y4vs134931,DODGE,Dakota,Sport/SLT,,,
1fmfu18l4vla85929,FORD,Expedition,,,,
1ftfe24l8vhb85841,FORD,E-250,,,,
1j4fy29p8vp424498,JEEP,Wrangler,SE/TJ,,,
1j4gz78y6rc261548,JEEP,Grand Cherokee,Limited,,,
2lmhj5nk3ebl55404,LINCOLN,MKT,,,,
2c4rvabg6er135294,VOLKSWAGEN,Routan,SE,,,
2c4rvabg4er134435,VOLKSWAGEN,Routan,SE,,,
2c4rvabg7er135238,VOLKSWAGEN,Routan,SE,,,
2c4rvabg9er135225,VOLKSWAGEN,Routan,SE,,,
wba3b9g54dnp39763,BMW,335i,xDrive Sedan SA,,,
4a32b2ffxce019671,MITSUBISHI,Galant,,,,
4a32b2ff8ae002333,MITSUBISHI,Galant,,,,
1gbjc34u67e150559,CHEVROLET,Silverado,LTZ,,,
1fmfk20597la31635,FORD,Expedition MAX,,,,
1ftrx14w97kc44638,FORD,F-150,Styleside,,,
jtjbt20x770140224,LEXUS,GX,470,,,
salsk254x7a109363,LAND ROVER,Range Rover Sport,HSE Spec 3,Automatic,,
salsh23477a990878,LAND ROVER,Range Rover Sport,Supercharged,Automatic,,
wdbrf52h87f901208,MERCEDES-BENZ,C-Class,,,,
jm3er293370103953,MAZDA,CX-7,,,,
2mefm75v67x625413,MERCURY,Grand Marquis,,,,
3gnda23d56s517019,CHEVROLET,HHR,LT,,,
3gnda23p36s667429,CHEVROLET,HHR,LT,,,
3gnda23d46s564560,CHEVROLET,HHR,LT,,,
2a8gf68456r920284,CHRYSLER,Pacifica,Touring,,,
jtjbt20x960096614,LEXUS,GX,470,,,
2c4gm48l65r333146,CHRYSLER,Pacifica,Base,,,
1fmzu62k45ua76734,FORD,Explorer,XLS,,,
1fmzu73k15ub47943,FORD,Explorer,XLT,,,
1fmzu73k15za39759,FORD,Explorer,XLT,,,
5fnyf184x5b029724,HONDA,Pilot,EX,Automatic,,
2hkyf186x5h538019,HONDA,Pilot,EX-L,Automatic,,
jtjbt20x350085137,LEXUS,GX,470,,,
jtjbt20x550078769,LEXUS,GX,470,,,
4m2zu86ex5uj10741,MERCURY,Mountaineer,,,,
1gyee637x40191915,CADILLAC,SRX,,,,
2c8gf68454r550926,CHRYSLER,Pacifica,Touring,,,
2hkyf185x4h597822,HONDA,Pilot,EX-L,Automatic,,
jtjbt20x240050152,LEXUS,GX,470,,,
4m2zu86e04uj24663,MERCURY,Mountaineer,,,,
jf1sg63654h745718,SUBARU,Forester,2.5X,Automatic,,
wp0ca29944s650256,PORSCHE,911,Carrera (2WD)/Carrera 4 (4WD)/Carrera 4S (4WD),,,
1d8gp24333b191529,DODGE,Caravan/Grand Caravan,,,,
saltk164x3a827261,LAND ROVER,Discovery,Duragrain 7 Seat,Automatic,,
wp0ca29953s652158,PORSCHE,911,"Cabriolet (2WD), Cabriolet 4 (4WD)",,,
1gndx03e7yd280547,CHEVROLET,Venture,APV,,,
1ftne24lxyha28814,FORD,E-250,,,,
1j4fa29p4yp782092,JEEP,Wrangler,SE,,,
4t3zf13c3yu264905,TOYOTA,Sienna,LE/XLE,,,
1ftne24l8xha45951,FORD,E-250,,,,
2gtec19t9x1528957,GMC,Sierra,,,,
1gcek19r4ve211901,CHEVROLET,GMT-400,,,,
1c4gp64l5vb307418,CHRYSLER,Town and Country,Lxi,,,
wbakc8c59cc436383,BMW,750Lxi,xDrive LWB,,,
wbakc6c59cc396813,BMW,750xi,750xi xDrive SWB,,,
wbakc8c55cc435604,BMW,750Lxi,xDrive LWB,,,
wbakc6c59cc396715,BMW,750xi,750xi xDrive SWB,,,
wbakc8c5xcc435730,BMW,750Lxi,xDrive LWB,,,
wbakc8c59cc436173,BMW,750Lxi,xDrive LWB,,,
wbakc8c58cc436231,BMW,750Lxi,xDrive LWB,,,
wbakc8c51cc436264,BMW,750Lxi,xDrive LWB,,,
wbakc8c52cc434622,BMW,750Lxi,xDrive LWB,,,
wbakc8c50cc435090,BMW,750Lxi,xDrive LWB,,,
1g1jc6eh7c4177325,CHEVROLET,Sonic,LT,Automatic,,
3c4pdccg5ct195291,DODGE,Journey,SXT,,,
3c4pdccg7ct134055,DODGE,Journey,SXT,,,
salmf1e48ca375708,LAND ROVER,Range Rover,HSE LUX,Automatic,,
2t2zk1ba9c3081647,LEXUS,RX,350,,,
4a32b2ff1ce011006,MITSUBISHI,Galant,,,,
4a32b2ff4ce017317,MITSUBISHI,Galant,,,,
wbakb8c57bcy64437,BMW,750Li,,,,
1b3bd4fg1bn559038,DODGE,Avenger,Express,,,
2fmdk4gc2bbb39417,FORD,Edge,SE,,,
1fdss3bl6bda29988,FORD,E-350,,,,
4a32b2ff5be022413,MITSUBISHI,Galant,,,,
1g1za5eb0af252222,CHEVROLET,Malibu,Fleet Vehicle,,,
2d4cn1ae9ar294247,DODGE,Grand Caravan,C/V,,,
2d4cn1ae1ar475908,DODGE,Grand Caravan,C/V,,,
1ftfw1ev0aka58179,FORD,F-150,Styleside,,,
1ftne1ew3ada95965,FORD,E-150,,,,
1fdne1bw6ada27501,FORD,E-150,,,,
kmhdt4bd0au970890,HYUNDAI,,,,,
5nmsgdag8ah338318,HYUNDAI,Santa Fe,GLS,,,
1gyee637380118679,CADILLAC,SRX,,,,
1gccs24e088186435,CHEVROLET,Colorado,LS,,,
2d8hn44h88r798391,DODGE,Caravan/Grand Caravan,SE,,,
2d8hn44h48r106904,DODGE,Caravan/Grand Caravan,SE,,,
2d8hn44h68r794758,DODGE,Caravan/Grand Caravan,SE,,,
1gmdv03w88d112970,PONTIAC,Montana SV6,Base,,,
wp0ca29998s765506,PORSCHE,911,"Cabriolet (2WD), 4 Cabriolet (4WD)",,,
wp0ca29998s765313,PORSCHE,911,"Cabriolet (2WD), 4 Cabriolet (4WD)",,,
1g6dc67a370191985,CADILLAC,STS,V8,,,
3gnda23d07s521626,CHEVROLET,HHR,LT,Manual,,
1gbjc34d27e168721,CHEVROLET,Silverado,LTZ,,,
3gnda23d87s591455,CHEVROLET,HHR,LT,Manual,,
3gnda33p37s526271,CHEVROLET,HHR,LT,Manual,,
1fmfk20517la05644,FORD,Expedition MAX,,,,
jm3er293270106309,MAZDA,CX-7,,,,
jm3er29l170147109,MAZDA,CX-7,,,,
jm1cr293x70136562,MAZDA,Mazda5,,,,
jm1fe173370213231,MAZDA,RX-8,,,,
jm3er293870129092,MAZDA,CX-7,,,,
2mefm74v77x638561,MERCURY,Grand Marquis,,,,
jf1sg63637h730283,SUBARU,Forester,2.5X,Automatic,,
2t1kr32ex7c650222,TOYOTA,Corolla Matrix,,,,
2t1kr32e37c671509,TOYOTA,Corolla Matrix,,,,
5tfrt54117x007863,TOYOTA,Tundra,SR5,,,
1g6dc67a460203432,CADILLAC,STS,V8,,,
1g6dc67a560165340,CADILLAC,STS,V8,,,
3gnfk16u36g114686,CHEVROLET,Suburban,,,,
1g1yy26u165123750,CHEVROLET,Corvette,,,,
2a4gm48436r610131,CHRYSLER,Pacifica,Base,,,
2a8gf68466r925610,CHRYSLER,Pacifica,Touring,,,
2d4fv47vx6h156557,DODGE,Magnum,Base/SXT,,,
1j4fa39s96p782709,JEEP,Wrangler,X,,,
1j4fa49s06p772365,JEEP,Wrangler,Sport/Unlimited,,,
salme15406a226006,LAND ROVER,Range Rover,HSE SPEC 1,Automatic,,
jtjbt20x860105559,LEXUS,GX,470,,,
salmf13436a224332,LAND ROVER,Range Rover,HSE / Supercharged Spec 2,Automatic,,
jtjbt20x260113706,LEXUS,GX,470,,,
salsf25446a976051,LAND ROVER,Range Rover Sport,HSE,Automatic,,
2mefm74v06x621583,MERCURY,Grand Marquis,,,,
jn1az34d66m305371,NISSAN,350Z,,,,
3vwnf31k66m612471,VOLKSWAGEN,Jetta,,,,
1gyee637x50143154,CADILLAC,SRX,,,,
1gbhg31u851170355,CHEVROLET,Express,,,,
1g1yy24u855135749,CHEVROLET,Corvette,,,,
2c4gm68495r434511,CHRYSLER,Pacifica,Touring,,,
2c8gf48425r442298,CHRYSLER,Pacifica,Base,,,
1fmzu62k35ub08072,FORD,Explorer,XLS,,,
1fmzu63kx5ub21352,FORD,Explorer,XLT,,,
2fahp71w25x134582,FORD,Crown Victoria,,,,
5fnyf18625b027368,HONDA,Pilot,EX-L,Automatic,,
2hges16865h000043,HONDA,Civic,,,,
salad244x5a341742,LAND ROVER,LR3,SE,Automatic,,
salad25485a319236,LAND ROVER,LR3,SE,Automatic,,
jn1az34d45m601617,NISSAN,350Z,,,,
wvwad63b75p059781,VOLKSWAGEN,Passat,,,,
2c8gf68454r619775,CHRYSLER,Pacifica,Touring,,,
2c4gm68474r511987,CHRYSLER,Pacifica,Touring,,,
2c8gf68474r385963,CHRYSLER,Pacifica,Touring,,,
2c8gm68464r315442,CHRYSLER,Pacifica,Touring,,,
2c8gf68454r376095,CHRYSLER,Pacifica,Touring,,,
1fmyu93134ka69870,FORD,Escape,,,,
1fmzu63e24zb14178,FORD,Explorer,XLT,,,
2hkyf18474h609965,HONDA,Pilot,EX,Automatic,,
5fnyf18454b007256,HONDA,Pilot,EX,Automatic,,
km8sb13d74u709574,HYUNDAI,Santa Fe,,,,
salty19484a868063,LAND ROVER,Discovery,Leather 5 Seat,Automatic,,
4m2zu86ex4uj24329,MERCURY,Mountaineer,,,,
wp0ca29934s652855,PORSCHE,911,Carrera (2WD)/Carrera 4 (4WD)/Carrera 4S (4WD),,,
2hhes35823h004287,ACURA,,,,,
3gnfk16t13g331365,CHEVROLET,Suburban,,,,
1d4gp24373b196623,DODGE,Caravan/Grand Caravan,,,,
1fmyu93173ka11775,FORD,Escape,,,,
1fmyu931x3kb03978,FORD,Escape,,,,
salme11433a121543,LAND ROVER,Range Rover,Feature Specification 2,Automatic,,
wp0ca29933s650635,PORSCHE,911,"Cabriolet (2WD), Cabriolet 4 (4WD)",,,
jf1sg65683h733512,SUBARU,Forester,2.5XS,Automatic,,
saltw12482a749345,LAND ROVER,Discovery,Leather 7 Seat,Automatic,,
1fdre14l71ha25219,FORD,E-150,,,,
1fmpu16l8ylb02694,FORD,Expedition,,,,
1j4gw58n1yc214297,JEEP,Grand Cherokee,Limited,,,
2fmda5345yba36539,FORD,Windstar,,,,
1b4hs28z4xf679223,DODGE,Durango,Base,,,
1ftzr15v5xpc10280,FORD,Ranger,,,,
1b7kf2369xj530989,DODGE,Ram,2500,,,
4m2zu55p2xuj23651,MERCURY,Mountaineer,,,,
jm3lv5224w0838722,MAZDA,MPV,,,,
2b4gp44g4wr535787,DODGE,Caravan/Grand Caravan,SE/Sport,,,
1fmpu18lxwla50477,FORD,Expedition,,,,
1gndm19w5vb154600,CHEVROLET,Astro Van,,,,
2g1fp22pxt2114871,CHEVROLET,Camaro,Sport,,,
1g1ld55m0sy258509,CHEVROLET,Corsica,,,,
2lmhj5nk1ebl54770,LINCOLN,MKT,,,,
3c4pddfg9dt610969,DODGE,Journey,R/T,,,
3c4pdccg8ct178131,DODGE,Journey,SXT,,,
4a32b2ff4ce015485,MITSUBISHI,Galant,,,,
4a32b2ff2ce021866,MITSUBISHI,Galant,,,,
4a32b2ff5ce015432,MITSUBISHI,Galant,,,,
4a32b2ff7ce024942,MITSUBISHI,Galant,,,,
4a32b2ff9ce022013,MITSUBISHI,Galant,,,,
4a32b2ff3ce015624,MITSUBISHI,Galant,,,,
4a32b2ff9ce015384,MITSUBISHI,Galant,,,,
4a32b2ff3ce025070,MITSUBISHI,Galant,,,,
4a32b2ff5ce017133,MITSUBISHI,Galant,,,,
4a32b2ff4ce020590,MITSUBISHI,Galant,,,,
4a32b2ff1ce017145,MITSUBISHI,Galant,,,,
4a32b2ff8ce015277,MITSUBISHI,Galant,,,,
4a32b2ff2ce011399,MITSUBISHI,Galant,,,,
4a32b2ff7ce021006,MITSUBISHI,Galant,,,,
4a32b2ff6ce024818,MITSUBISHI,Galant,,,,
4a32b2ff2ce017512,MITSUBISHI,Galant,,,,
4a32b2ff5ce017567,MITSUBISHI,Galant,,,,
4a32b2ff7ce017182,MITSUBISHI,Galant,,,,
4a32b2ff8ce020558,MITSUBISHI,Galant,,,,
4a32b2ff6ce020445,MITSUBISHI,Galant,,,,
4a32b2ff3ce020578,MITSUBISHI,Galant,,,,
4a32b2ff3ce024405,MITSUBISHI,Galant,,,,
4a32b2ff9ce022593,MITSUBISHI,Galant,,,,
4a32b2ff2ce024685,MITSUBISHI,Galant,,,,
4a32b2ff3ce022248,MITSUBISHI,Galant,,,,
4a32b2ff8ce024674,MITSUBISHI,Galant,,,,
4a32b2ff0ce016889,MITSUBISHI,Galant,,,,
4a32b2ff7ce022382,MITSUBISHI,Galant,,,,
4a32b2ff6ce017206,MITSUBISHI,Galant,,,,
4a32b2ff1ce017257,MITSUBISHI,Galant,,,,
4a32b2ff0ce025169,MITSUBISHI,Galant,,,,
4a32b2ff5ce025233,MITSUBISHI,Galant,,,,
4a32b2ff0ce022532,MITSUBISHI,Galant,,,,
4a32b2ff5ce025216,MITSUBISHI,Galant,,,,
2a4rr4dexar186397,CHRYSLER,Town and Country,LX,,,
1gb3g2ba8a1139223,CHEVROLET,Express,,,,
1fdne1bw4ada50372,FORD,E-150,,,,
1ftfw1ev1ake28166,FORD,F-150,Styleside,,,
2d8hn44hx8r677233,DODGE,Caravan/Grand Caravan,SE,,,
kmhcn45c58u237382,HYUNDAI,Accent,MC,Manual,,
1g6dc67a670188403,CADILLAC,STS,V8,,,
1fmfk18557la96075,FORD,Expedition MAX,,,,
salae25427a418733,LAND ROVER,LR3,V6/V8 SE,Automatic,,
jm1bk343871604019,MAZDA,Mazda3,,,,
2mefm75v37x611405,MERCURY,Grand Marquis,,,,
3gnda23p16s665002,CHEVROLET,HHR,LT,,,
2a8gm68426r900872,CHRYSLER,Pacifica,Touring,,,
2hjyk16516h536008,HONDA,Ridgeline,,Automatic,,
jm1fe173560206229,MAZDA,RX-8,,,,
jm1fe173360202745,MAZDA,RX-8,,,,
jm1fe173x50142218,MAZDA,RX-8,,,,
2c8gm684x4r290383,CHRYSLER,Pacifica,Touring,,,
2c4gp44312r783683,CHRYSLER,Town and Country,LX,,,
1j4fy19s9xp456703,JEEP,Wrangler,Sport/TJ,,,
jt2bc53l7x0387636,TOYOTA,Tercel,,,,
2p4gp44g3xr335970,PLYMOUTH,Grand Voyager,SE/Expresso,,,
2gcek19r1v1269787,CHEVROLET,GMT-400,,,,
3fa6p0t98er361814,FORD,Fusion,,,,
wbakc8c57cc435703,BMW,750Lxi,xDrive LWB,,,
salmf1e40ca383852,LAND ROVER,Range Rover,HSE LUX,Automatic,,
4a32b2ff2ce016540,MITSUBISHI,Galant,,,,
4a32b2ff9ce015398,MITSUBISHI,Galant,,,,
4a32b2ff7ce023693,MITSUBISHI,Galant,,,,
4a32b2ff3ce015171,MITSUBISHI,Galant,,,,
4a32b2ff5ce020596,MITSUBISHI,Galant,,,,
4a32b2ff4ce020279,MITSUBISHI,Galant,,,,
4a32b2ff3ce015185,MITSUBISHI,Galant,,,,
4a32b2ff3ce016840,MITSUBISHI,Galant,,,,
4a32b2ffxce020397,MITSUBISHI,Galant,,,,
1fdne1bw8bdb15368,FORD,E-150,,,,
1fdss3bl7bdb15374,FORD,E-350,,,,
